Unix Time,Temperature,Humidity
1637059813.0,29.96,44.25
1637059818.0,29.98,44.26
1637059823.0,29.99,44.32
1637059828.0,30.00,44.26
1637059833.0,30.00,44.09
1637063389.0,28.57,42.26
1637063394.0,28.50,42.45
1637063399.0,28.49,42.55
1637063404.0,28.53,42.59
1637063409.0,28.59,42.59
1637063414.0,28.60,42.51
1637063419.0,28.62,42.42
1637063424.0,28.65,42.41
1637063429.0,28.67,42.34
1637063434.0,28.68,42.34
1637065804.0,28.55,47.17
1637065809.0,28.47,47.08
1637065814.0,28.46,47.14
1637065819.0,28.48,47.19
1637065824.0,28.48,47.21
1637065829.0,28.48,47.28
1637065834.0,28.46,47.27
1637065839.0,28.42,47.27
1637065844.0,28.39,47.37
1637065849.0,28.41,47.48
1637069403.0,26.38,55.41
1637069408.0,26.38,55.42
1637069413.0,26.38,55.40
1637069418.0,26.38,55.39
1637069423.0,26.39,55.36
1637069429.0,26.36,55.39
1637069434.0,26.34,55.42
1637069439.0,26.34,55.45
1637069444.0,26.35,55.41
1637069449.0,26.34,55.42
1637073988.0,25.56,59.06
1637073993.0,25.56,59.02
1637073998.0,25.53,58.94
1637074003.0,25.53,58.94
1637074008.0,25.53,58.94
1637074013.0,25.53,58.92
1637074018.0,25.54,58.91
1637074023.0,25.55,58.87
1637074028.0,25.59,58.80
1637074033.0,25.58,58.75
